name,brief description,proximity,fulladdress,street address,city,state,zip code,phone number,web site,hours of operation,intake,fee,features,detailed description,eligibility,application procedure,required documents,age restriction,languages,borough,branch page,branch history page,lon,lat
Sunnyside Library,"The Queens Public Library provides all residents of Queens with access to books, research, and other materials and programs.",,"43-06 Greenpoint Avenue, SUNNYSIDE, NY, 11104",43-06 Greenpoint Avenue,SUNNYSIDE,NY,11104,(718) 784-3033,http://www.queenslibrary.org,Mon: 9:00 AM - 8:00 PM; Tue: 1:00 PM - 6:00 PM; Wed: 10:00 AM - 6:00 PM; Thu: 12:00 PM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,"Computers, Early Childhood Discussions, English Classes, Poetry Readings, Senior Programs",,,,,,,queens,,,-73.9217,40.740903
Sunset Park Library,Sunset Park branch of the Brooklyn Public Library system.,,"5108 4th Avenue, BROOKLYN, NY, 11220",5108 4th Avenue,BROOKLYN,NY,11220,(718) 567-2806,http://www.brooklynpubliclibrary.org,Mon: 10:00 AM - 6:00 PM; Tue - Thu: 10:00 AM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,"Adult Literacy, Computers, Early Childhood Discussions",,,,,,,brooklyn,http://www.bklynlibrary.org/locations/sunset-park,http://www.bklynlibrary.org/locations/sunset-park/history,-74.013451,40.645919
Terrence Cardinal Cooke-Cathedral Library,Manhattan branch of the New York Public Library system.,,"560 Lexington Avenue, NEW YORK, NY, 10022",560 Lexington Avenue,NEW YORK,NY,10022,(212) 752-3824,http://www.nypl.org,Mon - Thu: 10:00 AM - 6:00 PM; Fri: 10:00 AM - 5:00 PM,,,Computers,,,,,,,manhattan,https://www.nypl.org/locations/cathedral,https://www.nypl.org/about/locations/cathedral,-73.972411,40.756679
Throg's Neck Library,Bronx branch of the New York Public Library system.,,"3025 Cross Bronx Expressway, BRONX, NY, 10465",3025 Cross Bronx Expressway,BRONX,NY,10465,(718) 792-2612,http://www.nypl.org,Mon - Thu: 10:00 AM - 7:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,"Computers, Early Childhood Discussions",,,,,,,bronx,https://www.nypl.org/locations/throgs-neck,https://www.nypl.org/about/locations/throgs-neck,-73.819158,40.82283
Todt Hill-Westerleigh Library,Staten Island branch of the New York Public Library system.,,"2550 Victory Boulevard, STATEN ISLAND, NY, 10314",2550 Victory Boulevard,STATEN ISLAND,NY,10314,(718) 494-1642,http://www.nypl.org,Mon: 10:00 AM - 7:00 PM; Tue: 11:00 PM - 8:00 PM; Wed - Thu: 10:00 AM - 7:00 PM; Fri - Sat: 10:00 AM - 5:00 PM; Sun: 1:00 PM - 5:00 PM,,,"Computers, Early Childhood Discussions, English Classes, Senior Programs",,,,,,,staten island,https://www.nypl.org/locations/todt-hill-westerleigh,https://www.nypl.org/about/locations/todt-hill-westerleigh,-74.148593,40.609657
Tompkins Square,Manhattan branch of the New York Public Library system. For general Library information please visit www.nypl.org,,"331 East 10th Street, NEW YORK, NY, 10009",331 East 10th Street,NEW YORK,NY,10009,(212) 228-4747,http://www.nypl.org,Mon: 12:00 PM - 7:00 PM; Tue: 11:00 AM - 6:00 PM; Wed: 12:00 PM - 7:00 PM; Thu: 11:00 AM - 6:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,"Adult Literacy, Early Childhood Discussions",,,,,,,manhattan,https://www.nypl.org/locations/tompkins-square,https://www.nypl.org/about/locations/tompkins-square,-73.980423,40.727284
Tottenville Library,Staten Island branch of the New York Public Library system.,,"7430 Amboy Road, STATEN ISLAND, NY, 10307",7430 Amboy Road,STATEN ISLAND,NY,10307,(718) 984-0945,http://www.nypl.org,Mon: 12:00 PM - 8:00 PM; Tue - Thu: 11:00 AM - 6:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,"Computers, Early Childhood Discussions, Senior Programs",,,,,,,staten island,https://www.nypl.org/locations/tottenville,https://www.nypl.org/about/locations/tottenville,-74.244129,40.509575
Tremont Library,Bronx branch of the New York Public Library system.,,"1866 Washington Avenue, BRONX, NY, 10457",1866 Washington Avenue,BRONX,NY,10457,(718) 299-5177,http://www.nypl.org,Mon - Thu: 10:00 AM - 7:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,Early Childhood Discussions,,,,,,,bronx,https://www.nypl.org/locations/tremont,https://www.nypl.org/about/locations/tremont,-73.898443,40.846059
Ulmer Park Library,Ulmer Park branch of the Brooklyn Public Library system.,,"2602 Bath Avenue, BROOKLYN, NY, 11214",2602 Bath Avenue,BROOKLYN,NY,11214,(718) 265-3443,http://www.brooklynpubliclibrary.org,Mon: 10:00 AM - 6:00 PM; Tue: 1:00 PM - 6:00 PM; Wed: 10:00 AM - 6:00 PM; Thu: 1:00 PM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,"Adult Literacy, Computers, Early Childhood Discussions",,,,,,,brooklyn,http://www.bklynlibrary.org/locations/ulmer-park,http://www.bklynlibrary.org/locations/ulmer-park/history,-73.9886,40.592732
Van Cortlandt Library,Bronx branch of the New York Public Library system. ,,"3874 Sedgwick Avenue, BRONX, NY, 10463",3874 Sedgwick Avenue,BRONX,NY,10463,(718) 543-5150,http://www.nypl.org,Mon - Thu: 10:00 AM - 7:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,Early Childhood Discussions,,,,,,,bronx,https://www.nypl.org/locations/van-cortlandt,https://www.nypl.org/about/locations/van-cortlandt,-73.893898,40.882824
Van Nest Library,Bronx branch of the New York Public Library system.,,"2147 Barnes Avenue, BRONX, NY, 10462",2147 Barnes Avenue,BRONX,NY,10462,(718) 829-5864,http://www.nypl.org,Mon - Thu: 10:00 AM - 7:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,"Early Childhood Discussions, Senior Programs",,,,,,,bronx,https://www.nypl.org/locations/pelham-parkway-van-nest,https://www.nypl.org/about/locations/pelham-parkway-van-nest,-73.863978,40.854875
Wakefield Center for Reading and Writing Library,Bronx branch of the New York Public Library system.,,"4100 Lowerre Place, BRONX, NY, 10466",4100 Lowerre Place,BRONX,NY,10466,(718) 994-8782,http://www.nypl.org,"Mon, Wed: 11:30 AM - 8:30 PM",,,"Adult Literacy, Early Childhood Discussions",,,,,,,bronx,,,-73.859616,40.891135
Wakefield Library,Bronx branch of the New York Public Library system.,,"4100 Lowerre Place, BRONX, NY, 10466",4100 Lowerre Place,BRONX,NY,10466,(718) 652-4663,http://www.nypl.org,Mon - Thu: 10:00 AM - 7:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,"Adult Literacy, Computers, Early Childhood Discussions",,,,,,,bronx,https://www.nypl.org/locations/wakefield,https://www.nypl.org/about/locations/wakefield,-73.859616,40.891135
Walt Whitman Library,Walt Whitman branch of the Brooklyn Public Library system.,,"93 Saint Edwards Street, BROOKLYN, NY, 11205",93 Saint Edwards Street,BROOKLYN,NY,11205,(718) 935-0244,http://www.brooklynpubliclibrary.org,Mon: 10:00 AM - 6:00 PM; Tue: 10:00 AM - 6:00 PM; Wed: 1:00 PM - 8:00 PM; Thu - Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,Computers,,,,,,,brooklyn,http://www.bklynlibrary.org/locations/walt-whitman,http://www.bklynlibrary.org/locations/walt-whitman/history,-73.977714,40.694506
Washington Heights Library,Manhattan branch of the New York Public Library system.,,"1000 St. Nicholas Avenue, NEW YORK, NY, 10032",1000 St. Nicholas Avenue,NEW YORK,NY,10032,(212) 923-6054,http://www.nypl.org,Closed for renovation.,,,"Computers, Early Childhood Discussions, English Classes",,,,,,,manhattan,https://www.nypl.org/locations/washington-heights,https://www.nypl.org/about/locations/washington-heights,-73.939803,40.834579
Washington Irving Library,Washington Irving branch of the Brooklyn Public Library system.,,"360 Irving Avenue, BROOKLYN, NY, 11237",360 Irving Avenue,BROOKLYN,NY,11237,(718) 628-8378,http://www.brooklynpubliclibrary.org,Mon - Tue: 10:00 AM - 6:00 PM; Wed; 10:00 AM - 8:00 PM; Thu: 1:00 PM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,Computers,,,,,,,brooklyn,www.bklynlibrary.org/locations/washington-irving,www.bklynlibrary.org/locations/washington-irving/history,-73.912152,40.697542
Webster Library,Manhattan branch of the New York Public Library system.,,"1465 York Avenue, NEW YORK, NY, 10021",1465 York Avenue,NEW YORK,NY,10021,(212) 288-5049,http://www.nypl.org,Mon: 11:00 AM - 6:00 PM; Tue: 12:00 PM - 7:00 PM; Wed: 11:00 AM - 6:00 PM; Thu: 12:00 PM - 7:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,"Computers, Early Childhood Discussions, Senior Programs",,,,,,,manhattan,https://www.nypl.org/locations/webster,https://www.nypl.org/about/locations/webster,-73.951234,40.77061
West Farms Library,Bronx branch of the New York Public Library system.,,"2085 Honeywell Avenue, BRONX, NY, 10460",2085 Honeywell Avenue,BRONX,NY,10460,(718) 367-5376,http://www.nypl.org,Mon - Thu: 10:00 AM - 7:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,"Computers, Early Childhood Discussions",,,,,,,bronx,https://www.nypl.org/locations/west-farms,https://www.nypl.org/about/locations/west-farms,-73.88291,40.844594
West New Brighton Library,Staten Island branch of the New York Public Library system. ,,"976 Castleton Avenue, STATEN ISLAND, NY, 10310",976 Castleton Avenue,STATEN ISLAND,NY,10310,(718) 442-1416,http://www.nypl.org,Mon - Tue: 11:00 AM - 7:00 PM; Wed: 11:00 AM - 8:00 PM; Thu: 11:00 AM - 7:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,Early Childhood Discussions,,,,,,,staten island,https://www.nypl.org/locations/west-new-brighton,https://www.nypl.org/about/locations/west-new-brighton,-74.114819,40.634555
Westchester Square Library,Bronx branch of the New York Public Library system.,,"2521 Glebe Avenue, BRONX, NY, 10461",2521 Glebe Avenue,BRONX,NY,10461,(718) 863-0436,http://www.nypl.org,Mon - Thu: 10:00 AM - 7:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,"Early Childhood Discussions, English Classes",,,,,,,bronx,https://www.nypl.org/locations/westchester-square,https://www.nypl.org/about/locations/westchester-square,-73.846692,40.840822
Whitestone Library,"The Queens Public Library provides all residents of Queens with access to books, research, and other materials and programs.",,"151-10 14th Road, WHITESTONE, NY, 11357",151-10 14th Road,WHITESTONE,NY,11357,(718) 767-8010,http://www.queenslibrary.org,Mon: 12:00 PM - 8:00 PM; Tue: 1:00 PM - 6:00 PM; Wed: 10:00 AM - 6:00 PM; Thu: 12:00 PM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; sAt: 10:00 AM - 5:00 PM,,,"Computers, Early Childhood Discussions, English Classes, Poetry Readings, Senior Programs",,,,,,,queens,,,-73.810672,40.788582
Williamsburgh Learning Center Library,Williamsburgh Learning Center branch of the Brooklyn Public Library system.,,"240 Division Avenue, BROOKLYN, NY, 11211",240 Division Avenue,BROOKLYN,NY,11211,(718) 302-3485,http://www.brooklynpubliclibrary.org,Mon: 10:00 AM - 6:00 PM; Tue: 1:00 PM - 8:00 PM; Wed - Thu: 1:00 PM - 6:00 PM; Fri: 10:00 AM - 6:00 PM; Sat - Sun: closed,,,Computers,,,,,,,brooklyn,,,-73.957562,40.706989
Williamsburgh Library,Williamsburgh branch of the Brooklyn Public Library system.,,"240 Division Avenue, BROOKLYN, NY, 11211",240 Division Avenue,BROOKLYN,NY,11211,(718) 302-3485,http://www.brooklynpubliclibrary.org,Mon: 10:00 AM - 6:00 PM; Tue: 1:00 PM - 8:00 PM; Wed: 10:00 AM - 6:00 PM; Thu: 10:00 AM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,Computers,,,,,,,brooklyn,http://www.bklynlibrary.org/locations/williamsburgh,http://www.bklynlibrary.org/locations/williamsburgh/history,-73.957562,40.706989
Windsor Park Library,"The Queens Public Library provides all residents of Queens with access to books, research, and other materials and programs.",,"79-50 Bell Boulevard, OAKLAND GARDENS, NY, 11364",79-50 Bell Boulevard,OAKLAND GARDENS,NY,11364,(718) 468-8300,http://www.queenslibrary.org,Mon: 12:00 PM - 8:00 PM; Tue: 1:00 PM - 6:00 PM; Wed: 10:00 AM - 6:00 PM; Thu: 12:00 PM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,"Computers, Early Childhood Discussions, English Classes, Poetry Readings, Senior Programs",,,,,,,queens,,,-73.76597,40.75399
Windsor Terrace Library,Windsor Terrace branch of the Brooklyn Public Library system.,,"160 East 5th Street, BROOKLYN, NY, 11218",160 East 5th Street,BROOKLYN,NY,11218,(718) 686-9707,http://www.brooklynpubliclibrary.org,Mon - Tue: 10:00 AM - 6:00 PM; Wed: 1:00 PM - 8:00 PM; Thu; 10:00 AM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,Computers,,,,,,,brooklyn,http://www.bklynlibrary.org/locations/windsor-terrace,http://www.bklynlibrary.org/locations/windsor-terrace/history,-73.976738,40.648795
Woodhaven Library,"The Queens Public Library provides all residents of Queens with access to books, research, and other materials and programs.",,"85-41 Forest Parkway, WOODHAVEN, NY, 11421",85-41 Forest Parkway,WOODHAVEN,NY,11421,(718) 849-1010,http://www.queenslibrary.org,Mon: 12:00 PM - 8:00 PM; Tue: 1:00 PM - 6:00 PM; Wed: 10:00 AM - 6:00 PM; Thu: 12:00 PM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,"Computers, Early Childhood Discussions, English Classes, Poetry Readings, Senior Programs",,,,,,,queens,,,-73.861525,40.694529
Woodlawn Heights Library,Bronx branch of the New York Public Library system.,,"4355 Katonah Avenue, BRONX, NY, 10470",4355 Katonah Avenue,BRONX,NY,10470,(718) 519-9627,http://www.nypl.org,Mon - Thu: 10:00 AM - 7:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,Early Childhood Discussions,,,,,,,bronx,,,-73.867889,40.900445
Woodlawn Library,Bronx branch of the New York Public Library system.,,"4355 Katonah Avenue, BRONX, NY, 10470",4355 Katonah Avenue,BRONX,NY,10470,(718) 519-9627,http://www.nypl.org,Mon - Thu: 10:00 AM - 7:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,Early Childhood Discussions,,,,,,,bronx,https://www.nypl.org/locations/woodlawn-heights,https://www.nypl.org/about/locations/woodlawn-heights,-73.867889,40.900445
Woodside Library,"The Queens Public Library provides all residents of Queens with access to books, research, and other materials and programs.",,"54-22 Skillman Avenue, WOODSIDE, NY, 11377",54-22 Skillman Avenue,WOODSIDE,NY,11377,(718) 429-4700,http://www.queenslibrary.org,Mon: 12:00 PM - 8:00 PM; Tue: 1:00 PM - 6:00 PM; Wed: 10:00 AM - 6:00 PM; Thu: 1:00 PM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,"Computers, Early Childhood Discussions, English Classes, Poetry Readings, Senior Programs",,,,,,,queens,,,-73.909756,40.745383
Yorkville Library,Manhattan branch of the New York Public Library system.,,"222 East 79th Street, NEW YORK, NY, 10021",222 East 79th Street,NEW YORK,NY,10021,(212) 744-5824,http://www.nypl.org,Mon: 12:00 PM - 7:00 PM; Tue: 10:00 AM - 6:00 PM; Wed: 12:00 PM - 7:00 PM; Thu: 10:00 AM - 6:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,Early Childhood Discussions,,,,,,,manhattan,https://www.nypl.org/locations/yorkville,https://www.nypl.org/about/locations/yorkville,-73.956415,40.773579
Mariners Harbor Library,Staten Island branch of the New York Public Library system.,,"206 South Ave, STATEN ISLAND, NY, 10303",206 South Ave,STATEN ISLAND,NY,10303,(212) 621-0690,http://www.nypl.org,Mon: 12:00 PM - 8:00 PM; Tue: 10:00 AM - 7:00 PM; Wed: 10:00 PM - 7:00 PM; Thu: 10:00 AM - 7:00 PM; Fri - Sun: 10:00 AM - 5:00 PM,,,Computers for public use Wireless internet access (Wi-Fi) Book drop box (24 hour) Self-service check-out Photocopiers (black/white),,,,,,,staten island,https://www.nypl.org/locations/mariners-harbor,https://www.nypl.org/about/locations/mariners-harbor,-74.166292,40.634737
